node,algorithm,operation,message_size,time_ms,energy_joule
A,AES,encrypt,IMAGE,3575,0.04529999569058418,0.00022649997845292091
B,AES,decrypt,IMAGE,8224,0.04610000178217888,0.0002305000089108944
B,AES,decrypt,IMAGE,8224,0.04549999721348286,0.00022749998606741428
B,AES,decrypt,IMAGE,3600,0.04680000711232424,0.0002340000355616212
B,AES,encrypt,IMAGE,8192,0.10980002116411924,0.0005490001058205962
B,AES,encrypt,IMAGE,8192,0.07850001566112041,0.0003925000783056021
A,AES,decrypt,IMAGE,8224,0.15849998453631997,0.0007924999226815999
B,AES,encrypt,IMAGE,8192,0.0657000346109271,0.0003285001730546355
A,AES,decrypt,IMAGE,8224,0.07480004569515586,0.0003740002284757793
B,AES,encrypt,IMAGE,8192,0.06180000491440296,0.0003090000245720148
A,AES,decrypt,IMAGE,8224,0.058999983593821526,0.00029499991796910763
B,AES,encrypt,IMAGE,8192,0.05540001438930631,0.00027700007194653153
A,AES,decrypt,IMAGE,8224,0.06089999806135893,0.00030449999030679464
B,AES,encrypt,IMAGE,8192,0.05070003680884838,0.0002535001840442419
A,AES,decrypt,IMAGE,8224,0.053800002206116915,0.0002690000110305846
B,AES,encrypt,IMAGE,8192,0.058699981309473515,0.00029349990654736757
A,AES,decrypt,IMAGE,8224,0.052099989261478186,0.00026049994630739093
B,AES,encrypt,IMAGE,8192,0.04869996337220073,0.00024349981686100364
A,AES,decrypt,IMAGE,8224,0.04869996337220073,0.00024349981686100364
B,AES,encrypt,IMAGE,8192,0.04600000102072954,0.0002300000051036477
A,AES,decrypt,IMAGE,8224,0.0475000124424696,0.00023750006221234798
B,AES,encrypt,IMAGE,8192,0.048200017772614956,0.00024100008886307478
A,AES,decrypt,IMAGE,8224,0.05069997860118747,0.00025349989300593734
B,AES,encrypt,IMAGE,8192,0.049099966417998075,0.0002454998320899904
A,AES,decrypt,IMAGE,8224,0.0990999978967011,0.0004954999894835055
B,AES,encrypt,IMAGE,8192,0.048600020818412304,0.00024300010409206152
A,AES,decrypt,IMAGE,8224,0.05879998207092285,0.00029399991035461426

A,AES,decrypt,IMAGE,8224,0.05689996760338545,0.00028449983801692724
A,AES,decrypt,IMAGE,3600,0.06179994670674205,0.00030899973353371024
A,AES,encrypt,IMAGE,8192,0.10220002150163054,0.0005110001075081527
A,AES,encrypt,IMAGE,8192,0.08699996396899223,0.00043499981984496117
A,AES,encrypt,IMAGE,8192,0.08670001989230514,0.0004335000994615257
B,AES,decrypt,IMAGE,8224,0.09290000889450312,0.0004645000444725156
A,AES,encrypt,IMAGE,8192,0.05440000677481294,0.0002720000338740647
B,AES,decrypt,IMAGE,8224,0.10599999222904444,0.0005299999611452222
A,AES,encrypt,IMAGE,8192,0.055699958465993404,0.000278499792329967
B,AES,decrypt,IMAGE,8224,0.0999000039882958,0.000499500019941479
B,AES,decrypt,IMAGE,8224,0.07070001447573304,0.0003535000723786652

B,AES,decrypt,IMAGE,8224,0.07579999510198832,0.0003789999755099416
A,AES,encrypt,IMAGE,8192,0.0706000137142837,0.0003530000685714185
A,AES,encrypt,IMAGE,8192,0.05929998587816954,0.0002964999293908477
B,AES,decrypt,IMAGE,8224,0.08410000009462237,0.00042050000047311187
A,AES,encrypt,IMAGE,8192,0.06019999273121357,0.00030099996365606785
B,AES,decrypt,IMAGE,8224,0.08520000847056508,0.0004260000423528254
A,AES,encrypt,IMAGE,8192,0.06720004603266716,0.0003360002301633358
B,AES,decrypt,IMAGE,8224,0.08679996244609356,0.0004339998122304678
A,AES,encrypt,IMAGE,8192,0.05269999383017421,0.00026349996915087104
B,AES,decrypt,IMAGE,8224,0.063000014051795,0.00031500007025897503
A,AES,encrypt,IMAGE,8192,0.051600043661892414,0.00025800021830946207
A,AES,encrypt,IMAGE,8192,0.059500045608729124,0.0002975002280436456
B,AES,decrypt,IMAGE,8224,0.06059999577701092,0.0003029999788850546
A,AES,encrypt,IMAGE,8192,0.056299963034689426,0.00028149981517344713
B,AES,decrypt,IMAGE,8224,0.07920002099126577,0.00039600010495632887
A,AES,encrypt,IMAGE,8192,0.05690002581104636,0.0002845001290552318
B,AES,decrypt,IMAGE,8224,0.07870001718401909,0.00039350008592009544
A,AES,encrypt,IMAGE,8192,0.05490001058205962,0.0002745000529102981
B,AES,decrypt,IMAGE,8224,0.05289999535307288,0.0002644999767653644
A,AES,encrypt,IMAGE,8192,0.06910000229254365,0.00034550001146271825
B,AES,decrypt,IMAGE,8224,0.06130000110715628,0.0003065000055357814
B,AES,decrypt,IMAGE,8224,0.05959998816251755,0.00029799994081258774
A,AES,encrypt,IMAGE,8192,0.0523999915458262,0.000261999957729131
B,AES,decrypt,IMAGE,8224,0.05759997293353081,0.00028799986466765404
A,AES,encrypt,IMAGE,8192,0.053099996875971556,0.0002654999843798578
B,AES,decrypt,IMAGE,8224,0.053099996875971556,0.0002654999843798578
A,AES,encrypt,IMAGE,8192,0.05989999044686556,0.0002994999522343278
B,AES,decrypt,IMAGE,8224,0.10910001583397388,0.0005455000791698694
A,AES,encrypt,IMAGE,8192,0.06350001785904169,0.00031750008929520845
B,AES,decrypt,IMAGE,8224,0.07690000347793102,0.0003845000173896551
A,AES,encrypt,IMAGE,8192,0.05460000829771161,0.00027300004148855805
B,AES,decrypt,IMAGE,8224,0.08620001608505845,0.00043100008042529225
A,AES,encrypt,IMAGE,8192,0.06480002775788307,0.00032400013878941536
A,AES,encrypt,IMAGE,8192,0.056500022765249014,0.00028250011382624507
B,AES,decrypt,IMAGE,8224,0.07690000347793102,0.0003845000173896551

A,AES,encrypt,IMAGE,8192,0.05490001058205962,0.0002745000529102981
B,AES,decrypt,IMAGE,8224,0.08079997496679425,0.00040399987483397126
A,AES,encrypt,IMAGE,8192,0.052499992307275534,0.00026249996153637767
B,AES,decrypt,IMAGE,8224,0.08349999552592635,0.00041749997762963176
A,AES,encrypt,IMAGE,8192,0.05530001362785697,0.00027650006813928485
B,AES,decrypt,IMAGE,8224,0.06130000110715628,0.0003065000055357814
A,AES,encrypt,IMAGE,8192,0.050600036047399044,0.0002530001802369952
B,AES,decrypt,IMAGE,8224,0.05099998088553548,0.0002549999044276774
A,AES,encrypt,IMAGE,8192,0.07770000956952572,0.0003885000478476286
B,AES,decrypt,IMAGE,8224,0.05509995389729738,0.0002754997694864869
B,AES,decrypt,IMAGE,8224,0.07950002327561378,0.0003975001163780689
A,AES,encrypt,IMAGE,8192,0.06320001557469368,0.0003160000778734684
B,AES,decrypt,IMAGE,8224,0.07309997454285622,0.0003654998727142811
A,AES,encrypt,IMAGE,8192,0.07230002665892243,0.00036150013329461217
B,AES,decrypt,IMAGE,8224,0.06499997107312083,0.00032499985536560416
A,AES,encrypt,IMAGE,8192,0.057699973694980145,0.0002884998684749007
B,AES,decrypt,IMAGE,8224,0.07619999814778566,0.0003809999907389283
A,AES,encrypt,IMAGE,8192,0.05169998621568084,0.0002584999310784042
A,AES,encrypt,IMAGE,8192,0.05500001134350896,0.0002750000567175448
B,AES,decrypt,IMAGE,8224,0.06160000339150429,0.00030800001695752144
A,AES,encrypt,IMAGE,8192,0.05110003985464573,0.00025550019927322865
B,AES,decrypt,IMAGE,8224,0.05759997293353081,0.00028799986466765404
A,AES,encrypt,IMAGE,8192,0.04810001701116562,0.0002405000850558281
B,AES,decrypt,IMAGE,8224,0.053499999921768904,0.0002674999996088445
A,AES,encrypt,IMAGE,8192,0.04959997022524476,0.0002479998511262238
B,AES,decrypt,IMAGE,8224,0.07930002175271511,0.00039650010876357555
A,AES,encrypt,IMAGE,8192,0.052499992307275534,0.00026249996153637767
B,AES,decrypt,IMAGE,8224,0.07619999814778566,0.0003809999907389283
A,AES,encrypt,IMAGE,8192,0.05420000525191426,0.0002710000262595713
B,AES,decrypt,IMAGE,8224,0.05909998435527086,0.0002954999217763543
B,AES,decrypt,IMAGE,8224,0.10170001769438386,0.0005085000884719193
A,AES,encrypt,IMAGE,8192,0.06980000762268901,0.00034900003811344504
B,AES,decrypt,IMAGE,8224,0.3027000348083675,0.0015135001740418375
B,AES,decrypt,IMAGE,8224,0.059999991208314896,0.0002999999560415745
A,AES,encrypt,IMAGE,8192,0.05490001058205962,0.0002745000529102981

A,AES,encrypt,IMAGE,8192,0.05809997674077749,0.00029049988370388746
B,AES,decrypt,IMAGE,8224,0.089899986051023,0.00044949993025511503
A,AES,encrypt,IMAGE,8192,0.059999991208314896,0.0002999999560415745
B,AES,decrypt,IMAGE,8224,0.06580003537237644,0.0003290001768618822
A,AES,encrypt,IMAGE,8192,0.08060003165155649,0.00040300015825778246
B,AES,decrypt,IMAGE,8224,0.07389998063445091,0.00036949990317225456
A,AES,encrypt,IMAGE,8192,0.06990000838413835,0.00034950004192069173
B,AES,decrypt,IMAGE,8224,0.07579999510198832,0.0003789999755099416
B,AES,decrypt,IMAGE,8224,0.06580003537237644,0.0003290001768618822
A,AES,encrypt,IMAGE,8192,0.07999996887519956,0.0003999998443759978
B,AES,decrypt,IMAGE,8224,0.06709998706355691,0.00033549993531778455
A,AES,encrypt,IMAGE,8192,0.07260002894327044,0.0003630001447163522
B,AES,decrypt,IMAGE,8224,0.06829999620094895,0.00034149998100474477
A,AES,encrypt,IMAGE,8192,0.06819999543949962,0.0003409999771974981
B,AES,decrypt,IMAGE,8224,0.06729998858645558,0.0003364999429322779
A,AES,encrypt,IMAGE,8192,0.06130000110715628,0.0003065000055357814
B,AES,decrypt,IMAGE,8224,0.08329999400302768,0.0004164999700151384
A,AES,encrypt,IMAGE,8192,0.08259998867288232,0.0004129999433644116
B,AES,decrypt,IMAGE,8224,0.06500002928078175,0.00032500014640390873
A,AES,encrypt,IMAGE,8192,0.08700002217665315,0.00043500011088326573
B,AES,decrypt,IMAGE,8224,0.07320003351196647,0.00036600016755983233
B,AES,decrypt,IMAGE,8224,0.07720000576227903,0.00038600002881139517
B,AES,decrypt,IMAGE,7728,0.0926000066101551,0.00046300003305077553
B,3DES,encrypt,TEXT,2,47.8597000001173,0.2392985000005865
A,3DES,decrypt,TEXT,16,3.7036000003354275,0.018518000001677137
B,3DES,encrypt,IMAGE,8192,0.45730000056209974,0.0022865000028104987
B,3DES,encrypt,IMAGE,8192,0.3661999999167165,0.0018309999995835824
A,3DES,decrypt,IMAGE,8208,0.4594000001816312,0.002297000000908156
B,3DES,encrypt,IMAGE,8192,0.35199999911128543,0.0017599999955564272
A,3DES,decrypt,IMAGE,8208,0.36100000033911783,0.0018050000016955892
B,3DES,encrypt,IMAGE,8192,0.35709999974642415,0.0017854999987321207
A,3DES,decrypt,IMAGE,8208,0.3329999999550637,0.0016649999997753184
B,3DES,encrypt,IMAGE,8192,0.3484999997453997,0.0017424999987269985
A,3DES,decrypt,IMAGE,8208,0.34270000105607323,0.0017135000052803662
B,3DES,encrypt,IMAGE,8192,0.35430000025371555,0.0017715000012685778
A,3DES,decrypt,IMAGE,8208,0.3479000006336719,0.0017395000031683594
B,3DES,encrypt,IMAGE,8192,0.4273000013199635,0.0021365000065998174
B,3DES,encrypt,IMAGE,8192,0.33740000071702525,0.0016870000035851263
A,3DES,decrypt,IMAGE,8208,0.33509999957459513,0.0016754999978729757
B,3DES,encrypt,IMAGE,8192,0.35740000021178275,0.0017870000010589138
B,3DES,encrypt,IMAGE,8192,0.34729999970295466,0.0017364999985147733
A,3DES,decrypt,IMAGE,8208,0.3270999986852985,0.0016354999934264924
A,3DES,decrypt,IMAGE,8208,0.40670000089448877,0.002033500004472444
B,3DES,encrypt,IMAGE,8192,0.34079999932146166,0.0017039999966073083
B,3DES,encrypt,IMAGE,8192,0.34700000105658546,0.0017350000052829273
B,3DES,encrypt,IMAGE,3575,0.1934000010805903,0.0009670000054029515
A,3DES,decrypt,IMAGE,8208,0.3302000004623551,0.0016510000023117755
A,3DES,decrypt,IMAGE,8208,0.3341999999975087,0.0016709999999875436
A,3DES,decrypt,IMAGE,3584,0.1764999997249106,0.000882499998624553
A,3DES,encrypt,IMAGE,8192,0.5301999990479089,0.0026509999952395447
A,3DES,encrypt,IMAGE,8192,0.38440000025730114,0.0019220000012865057
A,3DES,encrypt,IMAGE,8192,0.36250000084692147,0.0018125000042346073
A,3DES,encrypt,IMAGE,8192,0.41510000119160395,0.0020755000059580198
B,3DES,decrypt,IMAGE,8208,0.468100000944105,0.002340500004720525
A,3DES,encrypt,IMAGE,8192,0.37340000017138664,0.0018670000008569332
B,3DES,decrypt,IMAGE,8208,0.36050000016984995,0.0018025000008492498
A,3DES,encrypt,IMAGE,8192,0.43849999929079786,0.0021924999964539893
A,3DES,encrypt,IMAGE,8192,0.39480000123148784,0.001974000006157439

B,3DES,decrypt,IMAGE,8208,0.45589999899675604,0.00227949999498378
A,3DES,encrypt,IMAGE,8192,0.36890000046696514,0.0018445000023348257
B,3DES,decrypt,IMAGE,8208,0.4537999993772246,0.002268999996886123
A,3DES,encrypt,IMAGE,8192,0.4490000010264339,0.0022450000051321695
B,3DES,decrypt,IMAGE,8208,0.44580000030691735,0.0022290000015345868
B,3DES,decrypt,IMAGE,8208,0.45260000115376897,0.002263000005768845
A,3DES,encrypt,IMAGE,8192,0.42829999983950984,0.002141499999197549
B,3DES,decrypt,IMAGE,8208,0.35650000063469633,0.0017825000031734817
A,3DES,encrypt,IMAGE,8192,0.46300000030896626,0.0023150000015448313
B,3DES,decrypt,IMAGE,8208,0.36440000076254364,0.0018220000038127182
A,3DES,encrypt,IMAGE,8192,0.43139999979757704,0.002156999998987885
B,3DES,decrypt,IMAGE,8208,0.3479999995761318,0.001739999997880659
A,3DES,encrypt,IMAGE,8192,0.4162999994150596,0.002081499997075298
B,3DES,decrypt,IMAGE,8208,0.3730000007635681,0.0018650000038178405
A,3DES,encrypt,IMAGE,8192,0.4540999998425832,0.002270499999212916
B,3DES,decrypt,IMAGE,8208,0.4112999995413702,0.002056499997706851
B,3DES,decrypt,IMAGE,8208,0.40670000089448877,0.002033500004472444

A,3DES,encrypt,IMAGE,8192,0.3988999997091014,0.001994499998545507
B,3DES,decrypt,IMAGE,8208,0.44049999996786937,0.002202499999839347
A,3DES,encrypt,IMAGE,8192,0.4011000000900822,0.002005500000450411
B,3DES,decrypt,IMAGE,8208,0.4435999999259366,0.002217999999629683
B,3DES,decrypt,IMAGE,8208,0.35680000110005494,0.0017840000055002747
A,3DES,encrypt,IMAGE,8192,0.44049999996786937,0.002202499999839347
A,3DES,encrypt,IMAGE,8192,0.44939999861526303,0.002246999993076315
B,3DES,decrypt,IMAGE,8208,0.3558999997039791,0.0017794999985198956
A,3DES,encrypt,IMAGE,8192,0.43419999929028563,0.002170999996451428
B,3DES,decrypt,IMAGE,8208,0.3426000002946239,0.0017130000014731195
A,3DES,encrypt,IMAGE,8192,0.4595000009430805,0.0022975000047154026
B,3DES,decrypt,IMAGE,8208,0.35960000059276354,0.0017980000029638177
A,3DES,encrypt,IMAGE,8192,0.47369999992952216,0.002368499999647611
B,3DES,decrypt,IMAGE,8208,0.49450000005890615,0.0024725000002945308
B,3DES,decrypt,IMAGE,8208,0.4422999991220422,0.002211499995610211

A,3DES,encrypt,IMAGE,8192,0.3853999987768475,0.0019269999938842375
B,3DES,decrypt,IMAGE,8208,0.42580000081215985,0.0021290000040607993
A,3DES,encrypt,IMAGE,8192,0.353900000845897,0.001769500004229485
B,3DES,decrypt,IMAGE,8208,0.4343999989941949,0.0021719999949709745
A,3DES,encrypt,IMAGE,8192,0.36130000080447644,0.0018065000040223822
B,3DES,decrypt,IMAGE,8208,0.42779999967024196,0.00213899999835121
A,3DES,encrypt,IMAGE,8192,0.34779999987222254,0.0017389999993611127
B,3DES,decrypt,IMAGE,8208,0.41369999962626025,0.0020684999981313013
A,3DES,encrypt,IMAGE,8192,0.35120000029564835,0.0017560000014782418
B,3DES,decrypt,IMAGE,8208,0.43550000009418,0.0021775000004709
A,3DES,encrypt,IMAGE,8192,0.42360000043117907,0.0021180000021558953
B,3DES,decrypt,IMAGE,8208,0.35790000038105063,0.0017895000019052532
A,3DES,encrypt,IMAGE,8192,0.3586999991966877,0.0017934999959834386
B,3DES,decrypt,IMAGE,8208,0.48889999925449956,0.002444499996272498
A,3DES,encrypt,IMAGE,8192,0.36410000029718503,0.0018205000014859252
B,3DES,decrypt,IMAGE,8208,0.3420999983063666,0.001710499991531833
A,3DES,encrypt,IMAGE,8192,0.436700000136625,0.002183500000683125
2
B,3DES,decrypt,IMAGE,8208,0.4532000002654968,0.002266000001327484
A,3DES,encrypt,IMAGE,8192,0.4346999994595535,0.0021734999972977675

A,3DES,encrypt,IMAGE,8192,0.44070000149076805,0.0022035000074538402
B,3DES,decrypt,IMAGE,8208,0.5155000017111888,0.002577500008555944

B,3DES,decrypt,IMAGE,8208,0.4861999987042509,0.0024309999935212545
A,3DES,encrypt,IMAGE,8192,0.4077000012330245,0.0020385000061651226
B,3DES,decrypt,IMAGE,8208,0.45760000102745835,0.0022880000051372917
A,3DES,encrypt,IMAGE,8192,0.4347000012785429,0.0021735000063927146
B,3DES,decrypt,IMAGE,8208,0.4649999991670484,0.002324999995835242
A,3DES,encrypt,IMAGE,8192,0.3897000005963491,0.0019485000029817456
B,3DES,decrypt,IMAGE,8208,0.44319999869912863,0.002215999993495643
A,3DES,encrypt,IMAGE,8192,0.41000000055646524,0.002050000002782326
B,3DES,decrypt,IMAGE,8208,0.40500000068277586,0.0020250000034138793
A,3DES,encrypt,IMAGE,8192,0.44069999967177864,0.002203499998358893
B,3DES,decrypt,IMAGE,8208,0.4012000008515315,0.0020060000042576576
A,3DES,encrypt,IMAGE,8192,0.4439999993337551,0.0022199999966687756
B,3DES,decrypt,IMAGE,8208,0.3612000000430271,0.0018060000002151355
A,3DES,encrypt,IMAGE,8192,0.46269999984360766,0.0023134999992180383
B,3DES,decrypt,IMAGE,8208,0.439199999163975,0.002195999995819875
A,3DES,encrypt,IMAGE,8192,0.4014999994979007,0.0020074999974895036
B,3DES,decrypt,IMAGE,8208,0.4275999999663327,0.0021379999998316634
A,3DES,encrypt,IMAGE,8192,0.4822999999305466,0.002411499999652733
B,3DES,decrypt,IMAGE,8208,0.42099999882339034,0.0021049999941169517
A,3DES,encrypt,IMAGE,8192,0.4943000003549969,0.0024715000017749844
B,3DES,decrypt,IMAGE,8208,0.4164000001765089,0.0020820000008825446
A,3DES,encrypt,IMAGE,8192,0.46930000098655,0.00234650000493275
B,3DES,decrypt,IMAGE,8208,0.42829999983950984,0.002141499999197549
A,3DES,encrypt,IMAGE,8192,0.37200000042503234,0.0018600000021251617
B,3DES,decrypt,IMAGE,8208,0.35150000076100696,0.0017575000038050348
A,3DES,encrypt,IMAGE,8192,0.4417000000103144,0.002208500000051572
B,3DES,decrypt,IMAGE,8208,0.351099999534199,0.001755499997670995
A,3DES,encrypt,IMAGE,8192,0.46750000001338776,0.002337500000066939
B,3DES,decrypt,IMAGE,8208,0.3585999984352384,0.0017929999921761919
A,3DES,encrypt,IMAGE,7703,0.5531999995582737,0.0027659999977913685

B,3DES,decrypt,IMAGE,7712,0.4681999998865649,0.0023409999994328246
B,AES,encrypt,TEXT,2,6.502500000351574,0.03251250000175787
A,AES,decrypt,TEXT,32,9.695799999462906,0.04847899999731453
A,AES,encrypt,TEXT,3,0.1931000006152317,0.0009655000030761585
B,AES,decrypt,TEXT,32,0.2598999999463558,0.001299499999731779
B,AES,encrypt,TEXT,3,42.87240000121528,0.21436200000607641
A,AES,decrypt,TEXT,32,3.9176999998744577,0.01958849999937229
B,DES,encrypt,TEXT,2,6.63179999901331,0.03315899999506655
A,DES,decrypt,TEXT,16,4.971799997292692,0.02485899998646346
B,AES,encrypt,TEXT,2,7.451600002241321,0.037258000011206605
A,AES,decrypt,TEXT,32,4.659199999878183,0.023295999999390915
B,AES,encrypt,TEXT,2,9.686199999123346,0.04843099999561673
A,AES,decrypt,TEXT,32,5.7050000032177195,0.028525000016088597
B,AES,encrypt,IMAGE,8192,0.12429999333107844,0.0006214999666553922
B,AES,encrypt,IMAGE,8192,0.07560000085504726,0.0003780000042752363
B,AES,encrypt,IMAGE,8192,0.06349999603116885,0.00031749998015584424
B,AES,encrypt,IMAGE,8192,0.07069999992381781,0.00035349999961908907
B,AES,encrypt,IMAGE,8192,0.04980000085197389,0.00024900000425986946
B,AES,encrypt,IMAGE,8192,0.0484000047435984,0.000242000023717992
B,AES,encrypt,IMAGE,8192,0.04509999416768551,0.00022549997083842754
B,AES,encrypt,IMAGE,8192,0.051700000767596066,0.00025850000383798033
B,AES,encrypt,IMAGE,8192,0.04990000161342323,0.00024950000806711614
B,AES,encrypt,IMAGE,8192,0.2856999999494292,0.001428499999747146
B,AES,encrypt,IMAGE,8192,0.05149999924469739,0.00025749999622348696
B,AES,encrypt,IMAGE,8192,0.04959999932907522,0.0002479999966453761
B,AES,encrypt,IMAGE,3575,0.04310000076657161,0.00021550000383285806
B,AES,encrypt,TEXT,4,97.11779999634018,0.4855889999817009
A,AES,decrypt,TEXT,32,6.127500004367903,0.030637500021839514
A,AES,encrypt,TEXT,4,35.572699998738244,0.17786349999369122
